Index,X Axis,V(OUT)
111,316227.7660168349,0.9435913325131915-0.12523568630355295j
112,354813.389233572,0.9390756214054926-0.1404677919455724j
113,398107.1705534933,0.9334528965367624-0.15720622477990148j
114,446683.5921509587,0.926471528699825-0.1755349925958874j
115,501187.23362726724,0.9178333688011954-0.1955090964184141j
116,562341.3251903434,0.9071910321282017-0.2171393882415351j
117,630957.3444801868,0.8941485520270879-0.2403734307669825j
118,707945.7843841305,0.8782675493212386-0.2650725065110679j
119,794328.2347242732,0.8590815870586226-0.29098583516007304j
120,891250.9381337361,0.8361216109009908-0.31772448851061363j
121,999999.9999999894,0.8089549267546161-0.3447394286443468j
122,1122018.4543019515,0.7772385442409204-0.3713102605652967j
123,1258925.4117941537,0.7407844874343155-0.39655298545141937j
124,1412537.544622739,0.6996298345133322-0.41945509159493144j
125,1584893.1924610962,0.654098685152558-0.4389433424552528j
126,1778279.4100389034,0.6048390565704397-0.45398276260062825j
127,1995262.314968858,0.5528177825039894-0.46369534729117245j
128,2238721.1385683147,0.4992631422749999-0.46747704261931133j
129,2511886.431509552,0.44555786782469975-0.4650863625013643j
130,2818382.9312644224,0.39310028913070333-0.45668165493761453j
131,3162277.6601683437,0.34316216563545837-0.442796727468167j
132,3548133.8923357143,0.2967729149157151-0.42426160883220376j
133,3981071.705534927,0.2546508934482609-0.4020893933336648j
134,4466835.92150958,0.2171876244514091-0.37735584668772915j
135,5011872.336272665,0.18447701336256214-0.3510949059817932j
136,5623413.251903425,0.15637345021723148-0.3242238267527849j
137,6309573.444801859,0.13256135542812542-0.2975014117539929j
138,7079457.843841296,0.11262226458098666-0.2715150916404797j
139,7943282.34724272,0.09609103671804559-0.24668885454505354j
140,8912509.381337348,0.08249788120804072-0.22330353934264374j
141,9999999.99999988,0.0713964948231877-0.2015224665491843j
142,1.12201845430195E7,0.06238053864066642-0.18141752584240542j
143,1.2589254117941521E7,0.055091338749795715-0.16299286508692845j
144,1.4125375446227372E7,0.04921956638503709-0.14620487546793268j
145,1.5848931924610943E7,0.04450316003477867-0.13097818318379945j
146,1.778279410038901E7,0.040723168227092384-0.11721792886733348j
147,1.995262314968855E7,0.03769866249622155-0.104818873141523j
148,2.238721138568312E7,0.03528145192397742-0.09367193155212879j
149,2.511886431509549E7,0.03335102877335171-0.08366870520119488j
150,2.8183829312644187E7,0.03180997072757697-0.07470449321338055j
151,3.1622776601683397E7,0.030579894625450042-0.06668018249470672j
152,3.54813389233571E7,0.029597977419557452-0.059503324937249524j
153,3.981071705534922E7,0.02881401567289762-0.05308863872791557j
154,4.466835921509574E7,0.028187973222312396-0.04735811063638105j
155,5.0118723362726584E7,0.0276879589442478-0.04224082978718362j
156,5.6234132519034185E7,0.02728857647856254-0.03767264881970815j
157,6.30957344480185E7,0.02696959097030841-0.033595742960003984j
158,7.079457843841286E7,0.02671486203908494-0.02995811854308576j
159,7.94328234724271E7,0.026511496601702635-0.02671310760797769j
160,8.912509381337336E7,0.02634918009073388-0.023818873047065942j
161,9.999999999999866E7,0.02621965031253524-0.021237939146301735j
162,1.1220184543019484E8,0.02611628443209149-0.018936755446628106j
163,1.2589254117941502E8,0.026033775465082745-0.016885297793257523j
164,1.412537544622735E8,0.025967878992499333-0.015056708545914123j
165,1.584893192461092E8,0.025915212999991156-0.013426976451148594j
166,1.7782794100388983E8,0.025873095054422906-0.011974653677431517j
167,1.995262314968852E8,0.025839404358350828-0.010680603195643333j
168,2.238721138568309E8,0.025812462768071462-0.009527767506484701j
169,2.5118864315095454E8,0.02579093523217531-0.008500952643752556j
170,2.818382931264415E8,0.025773751672113744-0.007586627181112511j
171,3.162277660168335E8,0.02576004922822922-0.006772739391592287j
172,3.548133892335705E8,0.02574913037256228-0.006048554835457258j
173,3.9810717055349165E8,0.025740431596510877-0.005404513898583575j
174,4.466835921509568E8,0.02573349871374475-0.004832106894139208j
175,5.011872336272652E8,0.025727966547367878-0.004323763938486374j
176,5.623413251903411E8,0.025723541931960095-0.0038727572657328156j
177,6.309573444801842E8,0.02571998949337059-0.003473114258920566j
178,7.079457843841276E8,0.025717119836538495-0.0031195399423962883j
179,7.943282347242699E8,0.02571477980086456-0.002807347965596543j
180,8.912509381337324E8,0.02571284444626378-0.002532399271473453j
181,1.0E9,0.025711210446558948-0.0022910477415804143j
